Id;Nazwa;Rodzaj
3742;Budowa przyłącza wodociągowego przy budynku Podhalańska 14a;Zadanie
3743;Zapewnienie możliwości automatycznego zamknięcia zastawek Z8 i Z10 w przepompowni ścieków PM-1;Zadanie
3744;Budowa odcinków kanalizacji sanitarnej w celu podłączenia żłobków przy ul. Elewów oraz  ul. Hynka o łacznej dł. ok. 290 m;Zadanie
3745;Budowa sieci wod-kan. dla Młodego Miasta;Zadanie
3746;Budowa sieci wodociagowej i kanalizacji sanitarnej dla Polskiego Haka;Zadanie
3747;Przebudowa sieci DN200AC w ul. Komandorskiej na dł. ok. 300 m i Sopockiej na dł. ok. 106 m;Zadanie
3748;Budowa sieci wodociągowej 225PE w drodze wewnętrznej łączącej wewnętrzny układ komunikacyjny PCI z ul. Nową Portową na dł. ok. 154 m;Zadanie
3750;SUW Straszyn - Projekt i montaż przepustnicy działowej DN800 na rurociagu zbiorczym między mieszaczem 5 i 6 na koagulacji;Zadanie
3751;Modernizacja kanału sanitarnego DN150 w ul. Chłopska 53/Piastowska;Zadanie
3753;UW Świbno - modernizacja hydroforni;Zadanie
3754;Wymiana agregatu prądotwórczego UW Czarny Dwór (2 szt.);Zadanie
3755;SUW Czarny Dwór - Modernizacja układu 4 szt. pomp głównych;Zadanie
3756;Modernizacja agregatu prądotwórczego UW Osowa;Zadanie
3757;UW Czarny Dwór - Chlorownia - Wymiana 2 pompek dozujących, instalacji, podłączenie AKP i wizualizacji;Zadanie
3758;Wykonanie dwóch węzłów hydrantowych w ul. Lazurowej na sieci DN250 (zasilanie i odpływ ze ZW Kazimierz);Zadanie
3759;Likwidacja awaryjnego odcinka sieci wodociagowej DN100 w ul. Wodopój z przepięciem 2 przyłączy;Zadanie
3760;Przełożenie odcinka sieci wodociągowej DN150 na terenie Kościoła przy ul. Kadmowej/Krzemowej;Zadanie
3761;Montaż dwóch zamgławiaczy (przy placu zabaw w Parku Oruńskim oraz na Skwerze Bajki);Zadanie
3762;SUW Straszyn - Pompownia I st. - Dobór, montaż i podłączenie sterowania napędów elektrycznych do 4 szt. przepustnic na rurociągach pomp P2 i P6;Zadanie
3763;SUW Straszyn Modernizacja zespłu pompowego 740 kW 2750 m3/h na stanowisku nr 1 pompowni II st. ;Zadanie
3764;OŚW - stacja T-2 - Montaż agregatu pradotwórczego dla stacji T-2 wraz z dodatkowym zbiornikiem paliwa;Zadanie
3765;OŚW - Modernizacja pochodni biogazu;Zadanie
3767;OŚW - Budowa instalacji do usuwania związków azotu z odcieków z wirówek;Zadanie
3768;Modernizacja budynku pompowni wody Sobieski i zbiorników ujęcia wody Polanki;Zadanie
3769;Przebudowa przyłącza kanalizacji sanitarnej do budynku Chałubińskiego 8 ;Zadanie
3770;OŚW - Ob. 35 - Zakup i montaż zastawki na kanale zbiorczym ścieków oczyszczonych ;Zadanie
3771;OŚW - ob. 16 - Pompownia osadu przefermentowanego - Wymian napędów do 3 pomp osadu, zastosowanie falowników,  modernizacja rozdzielni oraz systemu automatyki i sterowania;Zadanie
3772;OŚW - ob. 207 Instalacja do płukania piasku z czyszczenia kanalizacji - zabudowa instalacji wiatą;Zadanie
3773;OŚW - Budowa instalacji do usuwania-odzysku fosforu z osadów;Zadanie
3774;OŚW - Modernizacja sterowniów obiektowych K112,K118K,25,K26,K27,K28,K108,K15/5,K15/6 .Modernizacja wewnętrznej sieci komunikacyjnej.Wymiana na sterowniki nowej generacji Siemens S71200 i S71500;Zadanie
3775;Przebudowa sieci wod-kan w ul. Malczewskiego;Zadanie
3776;Przebudowa sieci wodociagowej DN100/80AC w ul. Nadwiślańskiej i Ornitologów o długości ok. 2190 m;Zadanie
3777;Przeniesienie hydrantu na wysokości posesji Radarowa 7A;Zadanie
3778;Budowa kanalizacji sanitarnej w ul. Wagnera;Zadanie
3779;Przebudowa magistrali pręgowskiej w ul. Starogardzkiej od ronda Starogardzka/Niepołomicka/Czerska do granicy miasta Gdańska ;Zadanie
3780;Budowa kanalizacji sanitarnej w ul. Sąsiedzkiej i Budowlanych;Zadanie
3781;Przebudowa budynku przy ul. Pomorskiej 60;Zadanie
3782;Przebudowa sieci wodociągowej w ul. Budowlanych od ul. Bysewskiej do ul. Biologicznej na dł. ok. 208 m;Zadanie
3783;Montaż 3 szt. falowników na mieszadłach recyrkulacyjnych w bioreaktorach;Zadanie
3784;Przebudowa sieci kanalizacji sanitarnej w rejonie budynku Zabłockiego 10 na dł. ok. 88 m;Zadanie
3785;UW Osowa - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni nr 1;Zadanie
3786;Modernicacja układu zasilania 4szt. pomp głównych;Zadanie
3787; UW Dolina Radości - Likwidacja piezometru P-8 i wykonanie nowego odwiertu;Zadanie
3788;UW Czarny Dwór - Wymiana 28 kompletów obudów studni na obudowy nowego typu;Zadanie
3789;UW Czarny Dwór - Wymiana 2 szt. sprężarek Kaeser do napowietrzania wody surowej;Zadanie
3790;Przełożenie odcinka sieci wodociągowej  DN 100/150 na terenie OŚ Wschód wraz z wymianą armatury oraz przejść pod kanałem KS na odcinku od PŚ Bogatka do planowanego włączenia OŚ Wschód do linii DN 300 (dł. ok. 1880 m);Zadanie
3791;PŚ Motława - Wymiana 2 szt. wyeksploatowanych silników SADY 400kW zespołów pompowych nr 1 i 5;Zadanie
3792;PŚ Letnica - wykonanie odwodnienia w hali pomp wraz z sygnalizacją zalania, wyniesienie połączeń kablowych pomp na poziom "0". Modernizacja rozdzielni nn 0,4kV;Zadanie
3793;PŚ Załogowa - Wyniesienie skrzynek łączeniowych kabli zasilających pompy zatapialne ponad możliwy poziom zalania hali pomp ściekami;Zadanie
3794;PŚ Brzeźno - Projekt i realizacja wymiany pomp ;Zadanie
3795;PŚ Rudniki 8 - Projekt i realizacja wymiany pomp ;Zadanie
3796;PS Przybrzeźna - Projekt i realizacja wymiany pomp ;Zadanie
3797;PS Jezioro Jasień - Projekt i realizacja wymiany pomp ;Zadanie
3798;PS Sobieszewo 22 - Projekt i realizacja wymiany pomp ;Zadanie
3799;PS Sobieszewo 23 - Projekt i realizacja wymiany pomp;Zadanie
3800;Komory zasuw na rurociągu tłocznym Ołowianka I i Motława na terenie Oczyszczalni Wschód - Montaż 2 szt. zasuw nożowych DN1200 z napędem elektrycznym na rurociągach awaryjnych - zrzutowych z kolektora Motława i kolektora Ołowianka I;Zadanie
3801;Likwidacja nieczynnych rurociągów sanitarnych wykonanych z azbestocementu;Zadanie
3802;Modernizacja kanału odpływowego ścieków oczyszczonych z oczyszczalni. Budowa nowego, rezerwowego  kolektora grawitacyjnego odprowadzającego ścieki oczyszczone z oczyszczalni Wschód do przepompowni Bogatka wraz z komorami zasuw/zastawek przełączeniowy;Zadanie
3803;Modernizacja kanału sanitarnego DN 150 w ul. Chłopskiej 53, L=22 m;Zadanie
3804;PS Zawiśle - Wykonanie instalacji do podłączenia przewoźnej przepompowni "BETSY". Wykonanie odwodnienia hali pomp. Wykonanie instalacji sygnalizacyjnej o zalaniu hali pomp;Zadanie
3805;;Zadanie
3806;;Zadanie
3809;;Zadanie
3821;;Zadanie
3822;;Zadanie
3823;;Zadanie
3829;;Zadanie
3830;;Zadanie
3831;;Zadanie
3832;;Zadanie
3834;;Zadanie
3835;;Zadanie
3836;;Zadanie
3837;;Zadanie
3838;;Zadanie
3839;;Zadanie
3840;;Zadanie
3841;;Zadanie
3842;;Zadanie
3843;;Zadanie
3844;;Zadanie
3845;;Zadanie
3846;;Zadanie
3847;;Zadanie
3848;;Zadanie
3849;;Zadanie
3850;;Zadanie
3851;;Zadanie
3852;;Zadanie
3853;;Zadanie
3854;;Zadanie
3855;;Zadanie
3856;;Zadanie
3857;;Zadanie
3858;;Zadanie
3859;;Zadanie
3860;;Zadanie
3861;;Zadanie
3862;;Zadanie
3863;;Zadanie
3864;;Zadanie
3865;;Zadanie
3866;;Zadanie
3867;;Zadanie
3868;;Zadanie
3869;;Zadanie
3870;;Zadanie
3871;;Zadanie
3872;;Zadanie
10000;Dragana;ObKom
10001;Wdzydzka;ObKom
10002;Malczewskiego 100;ObKom
10003;Stary Sobieski;ObKom
10004;Stara Orunia;ObKom
10005;Pomorska;ObKom
10006;Polanki;ObKom
10007;Benzynowa;ObKom
10008;Bitwy Oliwskiej;ObKom
10009;Karpacka;ObKom
10010;Jana Pawła II;ObKom
10011;Bydgoska;ObKom
10012;Sobieski;ObKom
10013;Reymonta;ObKom
10014;Malczewskiego 126;ObKom
10015;Lenartowicza;ObKom
10016;Ptasia;ObKom
10017;UW Jasień;ObKom
10018;UW Klukowo;ObKom
10019;UW Kalina;ObKom
10020;UW Pleniewo;ObKom
10021;Rycerska;ObKom
10022;Uczniowska;ObKom
10023;Naftowa;ObKom
10024;Otomińska;ObKom
10025;Żuławska;ObKom
10026;Krynicka;ObKom
10027;Grodza B;ObKom
10028;Ujeścisko;ObKom
10029;Stocznia Wisła;ObKom
10030;Szadółki;ObKom
10031;Chełm;ObKom
10032;Abrahama;ObKom
10033;SPC Kiełpinek;ObKom
10034;PŚ Centaura;ObKom
10035;SPC Maćki;ObKom
10036;Sukiennicza;ObKom
